territory,group,sex,age_group,age_low,year,deaths,final_pred,final_ci_low,final_ci_high,excess,excess_low,excess_high,trend_pred,mean_pred,lc_pred,trend_ci_low,trend_ci_up,mean_ci_low,mean_ci_up,lc_ci_low,lc_ci_up
Armenia,War,Female,0 - 4,0,2015,187,,,,,,,,,,,,,,,
Armenia,War,Female,May-14,5,2015,34,,,,,,,,,,,,,,,
Armenia,War,Female,15 - 19,15,2015,13,,,,,,,,,,,,,,,
Armenia,War,Female,20 - 24,20,2015,32,,,,,,,,,,,,,,,
Armenia,War,Female,25 - 29,25,2015,34,,,,,,,,,,,,,,,
Armenia,War,Female,30 - 34,30,2015,53,,,,,,,,,,,,,,,
Armenia,War,Female,35 - 39,35,2015,89,,,,,,,,,,,,,,,
Armenia,War,Female,40 - 44,40,2015,127,,,,,,,,,,,,,,,
Armenia,War,Female,45 - 49,45,2015,222,,,,,,,,,,,,,,,
Armenia,War,Female,50 - 54,50,2015,391,,,,,,,,,,,,,,,
Armenia,War,Female,55 - 59,55,2015,615,,,,,,,,,,,,,,,
Armenia,War,Female,60 - 64,60,2015,764,,,,,,,,,,,,,,,
Armenia,War,Female,65 - 69,65,2015,952,,,,,,,,,,,,,,,
Armenia,War,Female,70 - 74,70,2015,969,,,,,,,,,,,,,,,
Armenia,War,Female,75 - 79,75,2015,2679,,,,,,,,,,,,,,,
Armenia,War,Female,80+,80,2015,6415,,,,,,,,,,,,,,,
Armenia,War,Male,0 - 4,0,2015,248,,,,,,,,,,,,,,,
Armenia,War,Male,May-14,5,2015,56,,,,,,,,,,,,,,,
Armenia,War,Male,15 - 19,15,2015,64,,,,,,,,,,,,,,,
Armenia,War,Male,20 - 24,20,2015,124,,,,,,,,,,,,,,,
Armenia,War,Male,25 - 29,25,2015,131,,,,,,,,,,,,,,,
Armenia,War,Male,30 - 34,30,2015,152,,,,,,,,,,,,,,,
Armenia,War,Male,35 - 39,35,2015,166,,,,,,,,,,,,,,,
Armenia,War,Male,40 - 44,40,2015,286,,,,,,,,,,,,,,,
Armenia,War,Male,45 - 49,45,2015,451,,,,,,,,,,,,,,,
Armenia,War,Male,50 - 54,50,2015,884,,,,,,,,,,,,,,,
Armenia,War,Male,55 - 59,55,2015,1336,,,,,,,,,,,,,,,
Armenia,War,Male,60 - 64,60,2015,1459,,,,,,,,,,,,,,,
Armenia,War,Male,65 - 69,65,2015,1385,,,,,,,,,,,,,,,
Armenia,War,Male,70 - 74,70,2015,1190,,,,,,,,,,,,,,,
Armenia,War,Male,75 - 79,75,2015,2560,,,,,,,,,,,,,,,
Armenia,War,Male,80+,80,2015,3810,,,,,,,,,,,,,,,
Armenia,War,Female,0 - 4,0,2016,162,,,,,,,,,,,,,,,
Armenia,War,Female,May-14,5,2016,32,,,,,,,,,,,,,,,
Armenia,War,Female,15 - 19,15,2016,13,,,,,,,,,,,,,,,
Armenia,War,Female,20 - 24,20,2016,35,,,,,,,,,,,,,,,
Armenia,War,Female,25 - 29,25,2016,43,,,,,,,,,,,,,,,
Armenia,War,Female,30 - 34,30,2016,59,,,,,,,,,,,,,,,
Armenia,War,Female,35 - 39,35,2016,78,,,,,,,,,,,,,,,
Armenia,War,Female,40 - 44,40,2016,115,,,,,,,,,,,,,,,
Armenia,War,Female,45 - 49,45,2016,184,,,,,,,,,,,,,,,
Armenia,War,Female,50 - 54,50,2016,340,,,,,,,,,,,,,,,
Armenia,War,Female,55 - 59,55,2016,624,,,,,,,,,,,,,,,
Armenia,War,Female,60 - 64,60,2016,820,,,,,,,,,,,,,,,
Armenia,War,Female,65 - 69,65,2016,965,,,,,,,,,,,,,,,
Armenia,War,Female,70 - 74,70,2016,901,,,,,,,,,,,,,,,
Armenia,War,Female,75 - 79,75,2016,2627,,,,,,,,,,,,,,,
Armenia,War,Female,80+,80,2016,6692,,,,,,,,,,,,,,,
Armenia,War,Male,0 - 4,0,2016,246,,,,,,,,,,,,,,,
Armenia,War,Male,May-14,5,2016,50,,,,,,,,,,,,,,,
Armenia,War,Male,15 - 19,15,2016,114,,,,,,,,,,,,,,,
Armenia,War,Male,20 - 24,20,2016,120,,,,,,,,,,,,,,,
Armenia,War,Male,25 - 29,25,2016,116,,,,,,,,,,,,,,,
Armenia,War,Male,30 - 34,30,2016,137,,,,,,,,,,,,,,,
Armenia,War,Male,35 - 39,35,2016,162,,,,,,,,,,,,,,,
Armenia,War,Male,40 - 44,40,2016,271,,,,,,,,,,,,,,,
Armenia,War,Male,45 - 49,45,2016,396,,,,,,,,,,,,,,,
Armenia,War,Male,50 - 54,50,2016,855,,,,,,,,,,,,,,,
Armenia,War,Male,55 - 59,55,2016,1362,,,,,,,,,,,,,,,
Armenia,War,Male,60 - 64,60,2016,1600,,,,,,,,,,,,,,,
Armenia,War,Male,65 - 69,65,2016,1536,,,,,,,,,,,,,,,
Armenia,War,Male,70 - 74,70,2016,1029,,,,,,,,,,,,,,,
Armenia,War,Male,75 - 79,75,2016,2432,,,,,,,,,,,,,,,
Armenia,War,Male,80+,80,2016,4110,,,,,,,,,,,,,,,
Armenia,War,Female,0 - 4,0,2017,153,,,,,,,,,,,,,,,
Armenia,War,Female,May-14,5,2017,32,,,,,,,,,,,,,,,
Armenia,War,Female,15 - 19,15,2017,20,,,,,,,,,,,,,,,
Armenia,War,Female,20 - 24,20,2017,31,,,,,,,,,,,,,,,
Armenia,War,Female,25 - 29,25,2017,38,,,,,,,,,,,,,,,
Armenia,War,Female,30 - 34,30,2017,57,,,,,,,,,,,,,,,
Armenia,War,Female,35 - 39,35,2017,57,,,,,,,,,,,,,,,
Armenia,War,Female,40 - 44,40,2017,85,,,,,,,,,,,,,,,
Armenia,War,Female,45 - 49,45,2017,145,,,,,,,,,,,,,,,
Armenia,War,Female,50 - 54,50,2017,300,,,,,,,,,,,,,,,
Armenia,War,Female,55 - 59,55,2017,582,,,,,,,,,,,,,,,
Armenia,War,Female,60 - 64,60,2017,827,,,,,,,,,,,,,,,
Armenia,War,Female,65 - 69,65,2017,1007,,,,,,,,,,,,,,,
Armenia,War,Female,70 - 74,70,2017,857,,,,,,,,,,,,,,,
Armenia,War,Female,75 - 79,75,2017,2362,,,,,,,,,,,,,,,
Armenia,War,Female,80+,80,2017,6763,,,,,,,,,,,,,,,
Armenia,War,Male,0 - 4,0,2017,209,,,,,,,,,,,,,,,
Armenia,War,Male,May-14,5,2017,37,,,,,,,,,,,,,,,
Armenia,War,Male,15 - 19,15,2017,60,,,,,,,,,,,,,,,
Armenia,War,Male,20 - 24,20,2017,81,,,,,,,,,,,,,,,
Armenia,War,Male,25 - 29,25,2017,108,,,,,,,,,,,,,,,
Armenia,War,Male,30 - 34,30,2017,122,,,,,,,,,,,,,,,
Armenia,War,Male,35 - 39,35,2017,160,,,,,,,,,,,,,,,
Armenia,War,Male,40 - 44,40,2017,230,,,,,,,,,,,,,,,
Armenia,War,Male,45 - 49,45,2017,354,,,,,,,,,,,,,,,
Armenia,War,Male,50 - 54,50,2017,761,,,,,,,,,,,,,,,
Armenia,War,Male,55 - 59,55,2017,1277,,,,,,,,,,,,,,,
Armenia,War,Male,60 - 64,60,2017,1512,,,,,,,,,,,,,,,
Armenia,War,Male,65 - 69,65,2017,1582,,,,,,,,,,,,,,,
Armenia,War,Male,70 - 74,70,2017,1081,,,,,,,,,,,,,,,
Armenia,War,Male,75 - 79,75,2017,2171,,,,,,,,,,,,,,,
Armenia,War,Male,80+,80,2017,4096,,,,,,,,,,,,,,,
Armenia,War,Female,0 - 4,0,2018,141,,,,,,,,,,,,,,,
Armenia,War,Female,May-14,5,2018,27,,,,,,,,,,,,,,,
Armenia,War,Female,15 - 19,15,2018,16,,,,,,,,,,,,,,,
Armenia,War,Female,20 - 24,20,2018,23,,,,,,,,,,,,,,,
Armenia,War,Female,25 - 29,25,2018,41,,,,,,,,,,,,,,,
Armenia,War,Female,30 - 34,30,2018,50,,,,,,,,,,,,,,,
Armenia,War,Female,35 - 39,35,2018,85,,,,,,,,,,,,,,,
Armenia,War,Female,40 - 44,40,2018,100,,,,,,,,,,,,,,,
Armenia,War,Female,45 - 49,45,2018,176,,,,,,,,,,,,,,,
Armenia,War,Female,50 - 54,50,2018,275,,,,,,,,,,,,,,,
Armenia,War,Female,55 - 59,55,2018,600,,,,,,,,,,,,,,,
Armenia,War,Female,60 - 64,60,2018,796,,,,,,,,,,,,,,,
Armenia,War,Female,65 - 69,65,2018,1052,,,,,,,,,,,,,,,
Armenia,War,Female,70 - 74,70,2018,890,,,,,,,,,,,,,,,
Armenia,War,Female,75 - 79,75,2018,2006,,,,,,,,,,,,,,,
Armenia,War,Female,80+,80,2018,6452,,,,,,,,,,,,,,,
Armenia,War,Male,0 - 4,0,2018,176,,,,,,,,,,,,,,,
Armenia,War,Male,May-14,5,2018,41,,,,,,,,,,,,,,,
Armenia,War,Male,15 - 19,15,2018,53,,,,,,,,,,,,,,,
Armenia,War,Male,20 - 24,20,2018,76,,,,,,,,,,,,,,,
Armenia,War,Male,25 - 29,25,2018,122,,,,,,,,,,,,,,,
Armenia,War,Male,30 - 34,30,2018,142,,,,,,,,,,,,,,,
Armenia,War,Male,35 - 39,35,2018,172,,,,,,,,,,,,,,,
Armenia,War,Male,40 - 44,40,2018,244,,,,,,,,,,,,,,,
Armenia,War,Male,45 - 49,45,2018,361,,,,,,,,,,,,,,,
Armenia,War,Male,50 - 54,50,2018,692,,,,,,,,,,,,,,,
Armenia,War,Male,55 - 59,55,2018,1211,,,,,,,,,,,,,,,
Armenia,War,Male,60 - 64,60,2018,1472,,,,,,,,,,,,,,,
Armenia,War,Male,65 - 69,65,2018,1504,,,,,,,,,,,,,,,
Armenia,War,Male,70 - 74,70,2018,1174,,,,,,,,,,,,,,,
Armenia,War,Male,75 - 79,75,2018,1743,,,,,,,,,,,,,,,
Armenia,War,Male,80+,80,2018,3838,,,,,,,,,,,,,,,
Armenia,War,Female,0 - 4,0,2019,118,,,,,,,,,,,,,,,
Armenia,War,Female,May-14,5,2019,33,,,,,,,,,,,,,,,
Armenia,War,Female,15 - 19,15,2019,16,,,,,,,,,,,,,,,
Armenia,War,Female,20 - 24,20,2019,27,,,,,,,,,,,,,,,
Armenia,War,Female,25 - 29,25,2019,32,,,,,,,,,,,,,,,
Armenia,War,Female,30 - 34,30,2019,53,,,,,,,,,,,,,,,
Armenia,War,Female,35 - 39,35,2019,62,,,,,,,,,,,,,,,
Armenia,War,Female,40 - 44,40,2019,77,,,,,,,,,,,,,,,
Armenia,War,Female,45 - 49,45,2019,144,,,,,,,,,,,,,,,
Armenia,War,Female,50 - 54,50,2019,263,,,,,,,,,,,,,,,
Armenia,War,Female,55 - 59,55,2019,541,,,,,,,,,,,,,,,
Armenia,War,Female,60 - 64,60,2019,826,,,,,,,,,,,,,,,
Armenia,War,Female,65 - 69,65,2019,1027,,,,,,,,,,,,,,,
Armenia,War,Female,70 - 74,70,2019,1102,,,,,,,,,,,,,,,
Armenia,War,Female,75 - 79,75,2019,1639,,,,,,,,,,,,,,,
Armenia,War,Female,80+,80,2019,6842,,,,,,,,,,,,,,,
Armenia,War,Male,0 - 4,0,2019,153,,,,,,,,,,,,,,,
Armenia,War,Male,May-14,5,2019,47,,,,,,,,,,,,,,,
Armenia,War,Male,15 - 19,15,2019,47,,,,,,,,,,,,,,,
Armenia,War,Male,20 - 24,20,2019,75,,,,,,,,,,,,,,,
Armenia,War,Male,25 - 29,25,2019,86,,,,,,,,,,,,,,,
Armenia,War,Male,30 - 34,30,2019,132,,,,,,,,,,,,,,,
Armenia,War,Male,35 - 39,35,2019,149,,,,,,,,,,,,,,,
Armenia,War,Male,40 - 44,40,2019,246,,,,,,,,,,,,,,,
Armenia,War,Male,45 - 49,45,2019,420,,,,,,,,,,,,,,,
Armenia,War,Male,50 - 54,50,2019,648,,,,,,,,,,,,,,,
Armenia,War,Male,55 - 59,55,2019,1213,,,,,,,,,,,,,,,
Armenia,War,Male,60 - 64,60,2019,1602,,,,,,,,,,,,,,,
Armenia,War,Male,65 - 69,65,2019,1671,,,,,,,,,,,,,,,
Armenia,War,Male,70 - 74,70,2019,1367,,,,,,,,,,,,,,,
Armenia,War,Male,75 - 79,75,2019,1433,,,,,,,,,,,,,,,
Armenia,War,Male,80+,80,2019,4095,,,,,,,,,,,,,,,
Armenia,War,Female,0 - 4,0,2020,123,152.2,87,187.4100812,-29.2,-64.41008124,36,109.8709825,152.2,123.7532468,96.97897007,124.4768097,123.6050902,187.4100812,87,163
Armenia,War,Female,May-14,5,2020,24,31.6,21,42,-7.6,-18,3,29.55332992,31.6,30.79208876,21.73245071,40.18871692,28.41715,35.13934367,21,42
Armenia,War,Female,15 - 19,15,2020,14,18.49059883,10.060494,33.98463787,-4.490598835,-19.98463787,3.939506003,18.49059883,15.6,18.17664195,10.060494,33.98463787,12.4033087,19.62057108,11,28
Armenia,War,Female,20 - 24,20,2020,23,29.6,15.31742461,38,-6.6,-15,7.682575393,23.54048087,29.6,26.16703736,15.31742461,36.17802952,24.33502505,36.00407224,17,38
Armenia,War,Female,25 - 29,25,2020,31,37.6,22.45600251,57.17893366,-6.6,-26.17893366,8.543997492,35.83308915,37.6,35.6845678,22.45600251,57.17893366,32.28480394,43.79026128,23,50
Armenia,War,Female,30 - 34,30,2020,52,54.4,37,74,-2.4,-22,15,51.75143476,54.4,53.42706201,40.94518733,65.40966531,50.13422977,59.02873174,37,74
Armenia,War,Female,35 - 39,35,2020,79,74.2,31.88537183,117.0520736,4.8,-38.05207361,47.11462817,61.09213444,74.2,60.66600294,31.88537183,117.0520736,58.60850403,93.93926856,41,85
Armenia,War,Female,40 - 44,40,2020,132,100.8,45,129.9878066,31.2,2.012193402,87,70.51327435,100.8,77.00095471,47.40634722,104.883041,78.16610085,129.9878066,45,108
Armenia,War,Female,45 - 49,45,2020,185,174.2,84.6150988,219.1506285,10.8,-34.15062849,100.3849012,130.029829,174.2,139.390974,84.6150988,199.8196145,138.4693268,219.1506285,95,194
Armenia,War,Female,50 - 54,50,2020,324,313.8,186,385.8798819,10.2,-61.87988186,138,228.134341,313.8,257.4083839,201.499674,258.2896364,255.1841768,385.8798819,186,348
Armenia,War,Female,55 - 59,55,2020,693,592.4,478.9451917,634.6292625,100.6,58.37073748,214.0548083,542.5083492,592.4,555.3329316,478.9451917,614.5072839,552.9807412,634.6292625,499,631
Armenia,War,Female,60 - 64,60,2020,1194,837.0382745,754.2622941,928.8984461,356.9617255,265.1015539,439.7377059,837.0382745,806.6,830.4449582,754.2622941,928.8984461,773.8550034,840.7305724,768,889
Armenia,War,Female,65 - 69,65,2020,1540,1073.702811,945,1152.860453,466.2971887,387.139547,595,1073.702811,1000.6,1042.754144,999.9802873,1152.860453,949.9502475,1053.950312,945,1152
Armenia,War,Female,70 - 74,70,2020,1613,1022.764873,719.3943802,1454.067496,590.2351271,158.9325037,893.6056198,1022.764873,943.8,977.8904549,719.3943802,1454.067496,830.3237613,1072.784475,901,1068
Armenia,War,Female,75 - 79,75,2020,1627,2262.6,1228.605213,2878.908512,-635.6,-1251.908512,398.3947868,1555.455922,2262.6,1779.818079,1228.605213,1969.260019,1778.229054,2878.908512,1291,2430
Armenia,War,Female,80+,99,2020,8485,6819.004196,6205.449876,7493.222757,1665.995804,991.7772433,2279.550124,6819.004196,6632.8,6792.884933,6205.449876,7493.222757,6401.072027,6872.916858,6548,7066
Armenia,War,Male,0 - 4,0,2020,176,206.4,105,265.8496712,-30.4,-89.84967121,71,138.8295857,206.4,159.0413682,112.529907,171.2758358,160.2445465,265.8496712,105,219
Armenia,War,Male,May-14,5,2020,45,46.2,22.90449283,65.14469726,-1.2,-20.14469726,22.09550717,38.62779118,46.2,41.14765926,22.90449283,65.14469726,37.80339206,56.46159997,27,56
Armenia,War,Male,15 - 19,15,2020,1038,67.6,11.72102679,160.0209062,970.4,877.9790938,1026.278973,43.30830554,67.6,44.83790442,11.72102679,160.0209062,41.36185915,110.4824612,24,73
Armenia,War,Male,20 - 24,20,2020,640,95.2,39.22392206,131.2328481,544.8,508.7671519,600.7760779,59.2367391,95.2,69.76890938,39.22392206,89.46048929,69.06075825,131.2328481,43,104
Armenia,War,Male,25 - 29,25,2020,477,112.6,59.56221715,135.939542,364.4,341.060458,417.4377828,89.47089501,112.6,97.85765213,59.56221715,134.3979697,93.26763803,135.939542,75,124
Armenia,War,Male,30 - 34,30,2020,400,137,96.28780091,166.9987416,263,233.0012584,303.7121991,126.8067095,137,131.4362391,96.28780091,166.9987416,123.7979514,151.6099401,112,159
Armenia,War,Male,35 - 39,35,2020,412,161.8,128.6417752,186.0923484,250.2,225.9076516,283.3582248,154.72314,161.8,157.6164321,128.6417752,186.0923484,151.5861351,172.7020745,134,178
Armenia,War,Male,40 - 44,40,2020,455,255.4,179.1204853,285.0624876,199.6,169.9375124,275.8795147,224.8183695,255.4,235.6900661,179.1204853,282.1748678,228.8240749,285.0624876,201,276
Armenia,War,Male,45 - 49,45,2020,534,396.4,254.3018416,532.8650138,137.6,1.134986169,279.6981584,368.1148657,396.4,381.2147548,254.3018416,532.8650138,349.0765512,450.1389724,343,421
Armenia,War,Male,50 - 54,50,2020,712,768,529,905.0330583,-56,-193.0330583,183,594.7478774,768,654.260464,547.5447005,646.020384,651.7154203,905.0330583,529,807
Armenia,War,Male,55 - 59,55,2020,1369,1279.8,1066.112378,1368.587336,89.2,0.412664171,302.8876223,1164.906349,1279.8,1200.922824,1066.112378,1272.85531,1196.772758,1368.587336,1073,1318
Armenia,War,Male,60 - 64,60,2020,2050,1576.976216,1343.600661,1850.887735,473.0237843,199.1122652,706.3993385,1576.976216,1529,1533.26961,1343.600661,1850.887735,1446.184872,1616.557499,1459,1607
Armenia,War,Male,65 - 69,65,2020,2306,1704.439618,1410.517927,1983.598766,601.5603818,322.4012341,895.482073,1704.439618,1535.6,1615.730872,1464.567564,1983.598766,1410.517927,1671.774116,1490,1767
Armenia,War,Male,70 - 74,70,2020,2202,1325.625807,954.86241,1840.352873,876.3741931,361.6471266,1247.13759,1325.625807,1168.2,1276.361422,954.86241,1840.352873,1018.05337,1340.490863,1121,1474
Armenia,War,Male,75 - 79,75,2020,1627,2067.8,1038.27924,2746.611348,-440.8,-1119.611348,588.7207605,1316.767713,2067.8,1544.128438,1038.27924,1669.95269,1556.753504,2746.611348,1039,2102
Armenia,War,Male,80+,99,2020,5588,4079.983709,3550.577076,4688.327196,1508.016291,899.6728036,2037.422924,4079.983709,3989.8,4003.353989,3550.577076,4688.327196,3805.706233,4182.798951,3877,4120
Artsakh,War,Female,0 - 4,0,2015,19,,,,,,,,,,,,,,,
Artsakh,War,Female,May-14,5,2015,2,,,,,,,,,,,,,,,
Artsakh,War,Female,15 - 19,15,2015,3,,,,,,,,,,,,,,,
Artsakh,War,Female,20 - 24,20,2015,0,,,,,,,,,,,,,,,
Artsakh,War,Female,25 - 29,25,2015,1,,,,,,,,,,,,,,,
Artsakh,War,Female,30 - 34,30,2015,2,,,,,,,,,,,,,,,
Artsakh,War,Female,35 - 39,35,2015,6,,,,,,,,,,,,,,,
Artsakh,War,Female,40 - 44,40,2015,5,,,,,,,,,,,,,,,
Artsakh,War,Female,45 - 49,45,2015,8,,,,,,,,,,,,,,,
Artsakh,War,Female,50 - 54,50,2015,12,,,,,,,,,,,,,,,
Artsakh,War,Female,55 - 59,55,2015,25,,,,,,,,,,,,,,,
Artsakh,War,Female,60 - 64,60,2015,33,,,,,,,,,,,,,,,
Artsakh,War,Female,65 - 69,65,2015,31,,,,,,,,,,,,,,,
Artsakh,War,Female,70 - 74,70,2015,29,,,,,,,,,,,,,,,
Artsakh,War,Female,75 - 79,75,2015,88,,,,,,,,,,,,,,,
Artsakh,War,Female,80+,80,2015,372,,,,,,,,,,,,,,,
Artsakh,War,Male,0 - 4,0,2015,18,,,,,,,,,,,,,,,
Artsakh,War,Male,May-14,5,2015,1,,,,,,,,,,,,,,,
Artsakh,War,Male,15 - 19,15,2015,8,,,,,,,,,,,,,,,
Artsakh,War,Male,20 - 24,20,2015,5,,,,,,,,,,,,,,,
Artsakh,War,Male,25 - 29,25,2015,4,,,,,,,,,,,,,,,
Artsakh,War,Male,30 - 34,30,2015,8,,,,,,,,,,,,,,,
Artsakh,War,Male,35 - 39,35,2015,11,,,,,,,,,,,,,,,
Artsakh,War,Male,40 - 44,40,2015,14,,,,,,,,,,,,,,,
Artsakh,War,Male,45 - 49,45,2015,16,,,,,,,,,,,,,,,
Artsakh,War,Male,50 - 54,50,2015,31,,,,,,,,,,,,,,,
Artsakh,War,Male,55 - 59,55,2015,46,,,,,,,,,,,,,,,
Artsakh,War,Male,60 - 64,60,2015,47,,,,,,,,,,,,,,,
Artsakh,War,Male,65 - 69,65,2015,53,,,,,,,,,,,,,,,
Artsakh,War,Male,70 - 74,70,2015,49,,,,,,,,,,,,,,,
Artsakh,War,Male,75 - 79,75,2015,90,,,,,,,,,,,,,,,
Artsakh,War,Male,80+,80,2015,253,,,,,,,,,,,,,,,
Artsakh,War,Female,0 - 4,0,2016,16,,,,,,,,,,,,,,,
Artsakh,War,Female,May-14,5,2016,2,,,,,,,,,,,,,,,
Artsakh,War,Female,15 - 19,15,2016,0,,,,,,,,,,,,,,,
Artsakh,War,Female,20 - 24,20,2016,0,,,,,,,,,,,,,,,
Artsakh,War,Female,25 - 29,25,2016,2,,,,,,,,,,,,,,,
Artsakh,War,Female,30 - 34,30,2016,2,,,,,,,,,,,,,,,
Artsakh,War,Female,35 - 39,35,2016,2,,,,,,,,,,,,,,,
Artsakh,War,Female,40 - 44,40,2016,3,,,,,,,,,,,,,,,
Artsakh,War,Female,45 - 49,45,2016,10,,,,,,,,,,,,,,,
Artsakh,War,Female,50 - 54,50,2016,16,,,,,,,,,,,,,,,
Artsakh,War,Female,55 - 59,55,2016,18,,,,,,,,,,,,,,,
Artsakh,War,Female,60 - 64,60,2016,25,,,,,,,,,,,,,,,
Artsakh,War,Female,65 - 69,65,2016,33,,,,,,,,,,,,,,,
Artsakh,War,Female,70 - 74,70,2016,27,,,,,,,,,,,,,,,
Artsakh,War,Female,75 - 79,75,2016,92,,,,,,,,,,,,,,,
Artsakh,War,Female,80+,80,2016,352,,,,,,,,,,,,,,,
Artsakh,War,Male,0 - 4,0,2016,16,,,,,,,,,,,,,,,
Artsakh,War,Male,May-14,5,2016,3,,,,,,,,,,,,,,,
Artsakh,War,Male,15 - 19,15,2016,2,,,,,,,,,,,,,,,
Artsakh,War,Male,20 - 24,20,2016,11,,,,,,,,,,,,,,,
Artsakh,War,Male,25 - 29,25,2016,7,,,,,,,,,,,,,,,
Artsakh,War,Male,30 - 34,30,2016,11,,,,,,,,,,,,,,,
Artsakh,War,Male,35 - 39,35,2016,21,,,,,,,,,,,,,,,
Artsakh,War,Male,40 - 44,40,2016,21,,,,,,,,,,,,,,,
Artsakh,War,Male,45 - 49,45,2016,12,,,,,,,,,,,,,,,
Artsakh,War,Male,50 - 54,50,2016,29,,,,,,,,,,,,,,,
Artsakh,War,Male,55 - 59,55,2016,36,,,,,,,,,,,,,,,
Artsakh,War,Male,60 - 64,60,2016,61,,,,,,,,,,,,,,,
Artsakh,War,Male,65 - 69,65,2016,59,,,,,,,,,,,,,,,
Artsakh,War,Male,70 - 74,70,2016,25,,,,,,,,,,,,,,,
Artsakh,War,Male,75 - 79,75,2016,94,,,,,,,,,,,,,,,
Artsakh,War,Male,80+,80,2016,214,,,,,,,,,,,,,,,
Artsakh,War,Female,0 - 4,0,2017,11,,,,,,,,,,,,,,,
Artsakh,War,Female,May-14,5,2017,1,,,,,,,,,,,,,,,
Artsakh,War,Female,15 - 19,15,2017,3,,,,,,,,,,,,,,,
Artsakh,War,Female,20 - 24,20,2017,1,,,,,,,,,,,,,,,
Artsakh,War,Female,25 - 29,25,2017,5,,,,,,,,,,,,,,,
Artsakh,War,Female,30 - 34,30,2017,4,,,,,,,,,,,,,,,
Artsakh,War,Female,35 - 39,35,2017,2,,,,,,,,,,,,,,,
Artsakh,War,Female,40 - 44,40,2017,8,,,,,,,,,,,,,,,
Artsakh,War,Female,45 - 49,45,2017,7,,,,,,,,,,,,,,,
Artsakh,War,Female,50 - 54,50,2017,14,,,,,,,,,,,,,,,
Artsakh,War,Female,55 - 59,55,2017,19,,,,,,,,,,,,,,,
Artsakh,War,Female,60 - 64,60,2017,30,,,,,,,,,,,,,,,
Artsakh,War,Female,65 - 69,65,2017,26,,,,,,,,,,,,,,,
Artsakh,War,Female,70 - 74,70,2017,28,,,,,,,,,,,,,,,
Artsakh,War,Female,75 - 79,75,2017,81,,,,,,,,,,,,,,,
Artsakh,War,Female,80+,80,2017,381,,,,,,,,,,,,,,,
Artsakh,War,Male,0 - 4,0,2017,9,,,,,,,,,,,,,,,
Artsakh,War,Male,May-14,5,2017,2,,,,,,,,,,,,,,,
