territory,group,sex,age_group,age_low,year,deaths,final_pred,final_ci_low,final_ci_high,excess,excess_low,excess_high,trend_pred,mean_pred,lc_pred,trend_ci_low,trend_ci_up,mean_ci_low,mean_ci_up,lc_ci_low,lc_ci_up
Artsakh,War,Male,15 - 19,15,2017,4,,,,,,,,,,,,,,,
Artsakh,War,Male,20 - 24,20,2017,5,,,,,,,,,,,,,,,
Artsakh,War,Male,25 - 29,25,2017,7,,,,,,,,,,,,,,,
Artsakh,War,Male,30 - 34,30,2017,6,,,,,,,,,,,,,,,
Artsakh,War,Male,35 - 39,35,2017,11,,,,,,,,,,,,,,,
Artsakh,War,Male,40 - 44,40,2017,7,,,,,,,,,,,,,,,
Artsakh,War,Male,45 - 49,45,2017,22,,,,,,,,,,,,,,,
Artsakh,War,Male,50 - 54,50,2017,23,,,,,,,,,,,,,,,
Artsakh,War,Male,55 - 59,55,2017,47,,,,,,,,,,,,,,,
Artsakh,War,Male,60 - 64,60,2017,56,,,,,,,,,,,,,,,
Artsakh,War,Male,65 - 69,65,2017,49,,,,,,,,,,,,,,,
Artsakh,War,Male,70 - 74,70,2017,53,,,,,,,,,,,,,,,
Artsakh,War,Male,75 - 79,75,2017,74,,,,,,,,,,,,,,,
Artsakh,War,Male,80+,80,2017,242,,,,,,,,,,,,,,,
Artsakh,War,Female,0 - 4,0,2018,8,,,,,,,,,,,,,,,
Artsakh,War,Female,May-14,5,2018,0,,,,,,,,,,,,,,,
Artsakh,War,Female,15 - 19,15,2018,1,,,,,,,,,,,,,,,
Artsakh,War,Female,20 - 24,20,2018,0,,,,,,,,,,,,,,,
Artsakh,War,Female,25 - 29,25,2018,1,,,,,,,,,,,,,,,
Artsakh,War,Female,30 - 34,30,2018,0,,,,,,,,,,,,,,,
Artsakh,War,Female,35 - 39,35,2018,5,,,,,,,,,,,,,,,
Artsakh,War,Female,40 - 44,40,2018,6,,,,,,,,,,,,,,,
Artsakh,War,Female,45 - 49,45,2018,4,,,,,,,,,,,,,,,
Artsakh,War,Female,50 - 54,50,2018,12,,,,,,,,,,,,,,,
Artsakh,War,Female,55 - 59,55,2018,21,,,,,,,,,,,,,,,
Artsakh,War,Female,60 - 64,60,2018,21,,,,,,,,,,,,,,,
Artsakh,War,Female,65 - 69,65,2018,36,,,,,,,,,,,,,,,
Artsakh,War,Female,70 - 74,70,2018,28,,,,,,,,,,,,,,,
Artsakh,War,Female,75 - 79,75,2018,45,,,,,,,,,,,,,,,
Artsakh,War,Female,80+,80,2018,364,,,,,,,,,,,,,,,
Artsakh,War,Male,0 - 4,0,2018,9,,,,,,,,,,,,,,,
Artsakh,War,Male,May-14,5,2018,6,,,,,,,,,,,,,,,
Artsakh,War,Male,15 - 19,15,2018,4,,,,,,,,,,,,,,,
Artsakh,War,Male,20 - 24,20,2018,3,,,,,,,,,,,,,,,
Artsakh,War,Male,25 - 29,25,2018,7,,,,,,,,,,,,,,,
Artsakh,War,Male,30 - 34,30,2018,4,,,,,,,,,,,,,,,
Artsakh,War,Male,35 - 39,35,2018,7,,,,,,,,,,,,,,,
Artsakh,War,Male,40 - 44,40,2018,11,,,,,,,,,,,,,,,
Artsakh,War,Male,45 - 49,45,2018,19,,,,,,,,,,,,,,,
Artsakh,War,Male,50 - 54,50,2018,27,,,,,,,,,,,,,,,
Artsakh,War,Male,55 - 59,55,2018,46,,,,,,,,,,,,,,,
Artsakh,War,Male,60 - 64,60,2018,44,,,,,,,,,,,,,,,
Artsakh,War,Male,65 - 69,65,2018,59,,,,,,,,,,,,,,,
Artsakh,War,Male,70 - 74,70,2018,62,,,,,,,,,,,,,,,
Artsakh,War,Male,75 - 79,75,2018,75,,,,,,,,,,,,,,,
Artsakh,War,Male,80+,80,2018,250,,,,,,,,,,,,,,,
Artsakh,War,Female,0 - 4,0,2019,16,,,,,,,,,,,,,,,
Artsakh,War,Female,May-14,5,2019,2,,,,,,,,,,,,,,,
Artsakh,War,Female,15 - 19,15,2019,2,,,,,,,,,,,,,,,
Artsakh,War,Female,20 - 24,20,2019,0,,,,,,,,,,,,,,,
Artsakh,War,Female,25 - 29,25,2019,2,,,,,,,,,,,,,,,
Artsakh,War,Female,30 - 34,30,2019,3,,,,,,,,,,,,,,,
Artsakh,War,Female,35 - 39,35,2019,1,,,,,,,,,,,,,,,
Artsakh,War,Female,40 - 44,40,2019,2,,,,,,,,,,,,,,,
Artsakh,War,Female,45 - 49,45,2019,6,,,,,,,,,,,,,,,
Artsakh,War,Female,50 - 54,50,2019,7,,,,,,,,,,,,,,,
Artsakh,War,Female,55 - 59,55,2019,32,,,,,,,,,,,,,,,
Artsakh,War,Female,60 - 64,60,2019,32,,,,,,,,,,,,,,,
Artsakh,War,Female,65 - 69,65,2019,36,,,,,,,,,,,,,,,
Artsakh,War,Female,70 - 74,70,2019,36,,,,,,,,,,,,,,,
Artsakh,War,Female,75 - 79,75,2019,50,,,,,,,,,,,,,,,
Artsakh,War,Female,80+,80,2019,327,,,,,,,,,,,,,,,
Artsakh,War,Male,0 - 4,0,2019,12,,,,,,,,,,,,,,,
Artsakh,War,Male,May-14,5,2019,4,,,,,,,,,,,,,,,
Artsakh,War,Male,15 - 19,15,2019,5,,,,,,,,,,,,,,,
Artsakh,War,Male,20 - 24,20,2019,4,,,,,,,,,,,,,,,
Artsakh,War,Male,25 - 29,25,2019,6,,,,,,,,,,,,,,,
Artsakh,War,Male,30 - 34,30,2019,6,,,,,,,,,,,,,,,
Artsakh,War,Male,35 - 39,35,2019,8,,,,,,,,,,,,,,,
Artsakh,War,Male,40 - 44,40,2019,11,,,,,,,,,,,,,,,
Artsakh,War,Male,45 - 49,45,2019,14,,,,,,,,,,,,,,,
Artsakh,War,Male,50 - 54,50,2019,25,,,,,,,,,,,,,,,
Artsakh,War,Male,55 - 59,55,2019,43,,,,,,,,,,,,,,,
Artsakh,War,Male,60 - 64,60,2019,61,,,,,,,,,,,,,,,
Artsakh,War,Male,65 - 69,65,2019,58,,,,,,,,,,,,,,,
Artsakh,War,Male,70 - 74,70,2019,56,,,,,,,,,,,,,,,
Artsakh,War,Male,75 - 79,75,2019,44,,,,,,,,,,,,,,,
Artsakh,War,Male,80+,80,2019,244,,,,,,,,,,,,,,,
Artsakh,War,Female,0 - 4,0,2020,5,15.82375288,6,33,-10.82375288,-28,-1,,14,15.82375288,,,9.463209848,20.71178841,6,33
Artsakh,War,Female,May-14,5,2020,3,1.964228274,0,9,1.035771726,-6,3,,1.4,1.964228274,,,0.633308386,3.094858749,0,9
Artsakh,War,Female,15 - 19,15,2020,1,1.8,0,5,-0.8,-4,1,,1.8,1.791097413,,,0.73225982,4.424658994,0,5
Artsakh,War,Female,20 - 24,20,2020,4,0.253738999,0,3.212364251,3.746261001,0.787635749,4,,0.2,0.253738999,,,0.012451888,3.212364251,0,3
Artsakh,War,Female,25 - 29,25,2020,2,2.615982682,0,10,-0.615982682,-8,2,,2.2,2.615982682,,,0.870285011,5.561396485,0,10
Artsakh,War,Female,30 - 34,30,2020,4,3.396325997,0,24,0.603674003,-20,4,,2.2,3.396325997,,,0.952493176,5.081401235,0,24
Artsakh,War,Female,35 - 39,35,2020,2,3.2,0,13,-1.2,-11,2,,3.2,1.896688119,,,1.37980681,7.421328788,0,13
Artsakh,War,Female,40 - 44,40,2020,4,4.8,0,8.901376719,-0.8,-4.901376719,4,,4.8,3.845870953,,,2.588363658,8.901376719,0,8
Artsakh,War,Female,45 - 49,45,2020,6,7.928594688,2,19,-1.928594688,-13,4,,7,7.928594688,,,4.708056236,10.40769217,2,19
Artsakh,War,Female,50 - 54,50,2020,9,12.2,7,17.15076393,-3.2,-8.150763934,2,,12.2,11.3891811,,,8.678330631,17.15076393,7,17
Artsakh,War,Female,55 - 59,55,2020,27,23.35320136,14,36,3.646798637,-9,13,,23,23.35320136,,,16.90704052,31.2887403,14,36
Artsakh,War,Female,60 - 64,60,2020,37,31.07602943,15,55,5.92397057,-18,22,,28.2,31.07602943,,,22.55840943,35.25248544,15,55
Artsakh,War,Female,65 - 69,65,2020,33,32.4,20,39,0.6,-6,13,,32.4,30.73312074,,,27.62609214,37.99885973,20,39
Artsakh,War,Female,70 - 74,70,2020,44,30.38470748,21,42,13.61529252,2,23,,29.6,30.38470748,,,25.40111609,34.49297255,21,42
Artsakh,War,Female,75 - 79,75,2020,40,77.30904673,42,137,-37.30904673,-97,-2,,71.2,77.30904673,,,48.46122317,104.6081726,42,137
Artsakh,War,Female,80+,99,2020,331,359.2,311,389,-28.2,-58,20,,359.2,355.2517139,,,334.1398885,386.1395913,311,389
Artsakh,War,Male,0 - 4,0,2020,9,12.8,3,22,-3.8,-13,6,,12.8,10.83444836,,,8.610893553,19.02706136,3,22
Artsakh,War,Male,May-14,5,2020,4,3.248997485,0,8,0.751002515,-4,4,,3.200000003,3.248997485,,,1.517067872,6.749862817,0,8
Artsakh,War,Male,15 - 19,15,2020,30,4.848568689,1,11,25.15143131,19,29,,4.6,4.848568689,,,2.546388224,8.309809085,1,11
Artsakh,War,Male,20 - 24,20,2020,83,5.600000001,0,14,77.4,69,83,,5.600000001,3.926990871,,,2.797301833,11.21080308,0,14
Artsakh,War,Male,25 - 29,25,2020,46,6.2,1,12,39.8,34,45,,6.2,6.134802234,,,4.775178055,8.049961605,1,12
Artsakh,War,Male,30 - 34,30,2020,60,7,1,14,53,46,59,,7,5.463389105,,,4.378058102,11.19217673,1,14
Artsakh,War,Male,35 - 39,35,2020,54,11.6,1,23,42.4,31,53,,11.6,8.58911026,,,6.404220381,21.01114453,1,23
Artsakh,War,Male,40 - 44,40,2020,62,12.8,3,23,49.2,39,59,,12.8,10.13742302,,,7.717797213,21.22885527,3,23
Artsakh,War,Male,45 - 49,45,2020,45,17.77583461,10,32,27.22416539,13,35,,16.6,17.77583461,,,12.33058064,22.34769052,10,32
Artsakh,War,Male,50 - 54,50,2020,36,27,16,35,9,1,20,,27,25.96658067,,,23.3456681,31.22634987,16,35
Artsakh,War,Male,55 - 59,55,2020,40,45.6051378,31,68,-5.605137805,-28,9,,43.6,45.6051378,,,38.34965914,49.56914984,31,68
Artsakh,War,Male,60 - 64,60,2020,62,53.8,37,70,8.2,-8,25,,53.8,51.33879902,,,44.81416289,64.58761725,37,70
Artsakh,War,Male,65 - 69,65,2020,77,55.6,40,73,21.4,4,37,,55.6,55.10008639,,,50.34058902,61.40889608,40,73
Artsakh,War,Male,70 - 74,70,2020,71,56.71875619,23,147,14.28124381,-76,48,,49,56.71875619,,,34.16578195,70.27499045,23,147
Artsakh,War,Male,75 - 79,75,2020,44,75.4,40,104.2384636,-31.4,-60.23846359,4,,75.4,66.33466525,,,54.53994432,104.2384636,40,100
Artsakh,War,Male,80+,99,2020,254,247.5468741,202,289,6.453125892,-35,52,,240.6,247.5468741,,,222.0835078,260.6603281,202,289
Azerbaijan,War,Female,0 - 4,0,2015,979,,,,,,,,,,,,,,,
Azerbaijan,War,Female,May-14,5,2015,146,,,,,,,,,,,,,,,
Azerbaijan,War,Female,15 - 19,15,2015,118,,,,,,,,,,,,,,,
Azerbaijan,War,Female,20 - 24,20,2015,168,,,,,,,,,,,,,,,
Azerbaijan,War,Female,25 - 29,25,2015,220,,,,,,,,,,,,,,,
Azerbaijan,War,Female,30 - 34,30,2015,208,,,,,,,,,,,,,,,
Azerbaijan,War,Female,35 - 39,35,2015,259,,,,,,,,,,,,,,,
Azerbaijan,War,Female,40 - 44,40,2015,378,,,,,,,,,,,,,,,
Azerbaijan,War,Female,45 - 49,45,2015,660,,,,,,,,,,,,,,,
Azerbaijan,War,Female,50 - 54,50,2015,1176,,,,,,,,,,,,,,,
Azerbaijan,War,Female,55 - 59,55,2015,1694,,,,,,,,,,,,,,,
Azerbaijan,War,Female,60 - 64,60,2015,1899,,,,,,,,,,,,,,,
Azerbaijan,War,Female,65 - 69,65,2015,1871,,,,,,,,,,,,,,,
Azerbaijan,War,Female,70 - 74,70,2015,1993,,,,,,,,,,,,,,,
Azerbaijan,War,Female,75 - 79,75,2015,5061,,,,,,,,,,,,,,,
Azerbaijan,War,Female,80+,80,2015,8737,,,,,,,,,,,,,,,
Azerbaijan,War,Male,0 - 4,0,2015,1416,,,,,,,,,,,,,,,
Azerbaijan,War,Male,May-14,5,2015,224,,,,,,,,,,,,,,,
Azerbaijan,War,Male,15 - 19,15,2015,205,,,,,,,,,,,,,,,
Azerbaijan,War,Male,20 - 24,20,2015,389,,,,,,,,,,,,,,,
Azerbaijan,War,Male,25 - 29,25,2015,415,,,,,,,,,,,,,,,
Azerbaijan,War,Male,30 - 34,30,2015,504,,,,,,,,,,,,,,,
Azerbaijan,War,Male,35 - 39,35,2015,634,,,,,,,,,,,,,,,
Azerbaijan,War,Male,40 - 44,40,2015,805,,,,,,,,,,,,,,,
Azerbaijan,War,Male,45 - 49,45,2015,1470,,,,,,,,,,,,,,,
Azerbaijan,War,Male,50 - 54,50,2015,2442,,,,,,,,,,,,,,,
Azerbaijan,War,Male,55 - 59,55,2015,3184,,,,,,,,,,,,,,,
Azerbaijan,War,Male,60 - 64,60,2015,3062,,,,,,,,,,,,,,,
Azerbaijan,War,Male,65 - 69,65,2015,2565,,,,,,,,,,,,,,,
Azerbaijan,War,Male,70 - 74,70,2015,2187,,,,,,,,,,,,,,,
Azerbaijan,War,Male,75 - 79,75,2015,4240,,,,,,,,,,,,,,,
Azerbaijan,War,Male,80+,80,2015,5388,,,,,,,,,,,,,,,
Azerbaijan,War,Female,0 - 4,0,2016,833,,,,,,,,,,,,,,,
Azerbaijan,War,Female,May-14,5,2016,165,,,,,,,,,,,,,,,
Azerbaijan,War,Female,15 - 19,15,2016,113,,,,,,,,,,,,,,,
Azerbaijan,War,Female,20 - 24,20,2016,188,,,,,,,,,,,,,,,
Azerbaijan,War,Female,25 - 29,25,2016,186,,,,,,,,,,,,,,,
Azerbaijan,War,Female,30 - 34,30,2016,226,,,,,,,,,,,,,,,
Azerbaijan,War,Female,35 - 39,35,2016,229,,,,,,,,,,,,,,,
Azerbaijan,War,Female,40 - 44,40,2016,364,,,,,,,,,,,,,,,
Azerbaijan,War,Female,45 - 49,45,2016,656,,,,,,,,,,,,,,,
Azerbaijan,War,Female,50 - 54,50,2016,1152,,,,,,,,,,,,,,,
Azerbaijan,War,Female,55 - 59,55,2016,1763,,,,,,,,,,,,,,,
Azerbaijan,War,Female,60 - 64,60,2016,2020,,,,,,,,,,,,,,,
Azerbaijan,War,Female,65 - 69,65,2016,2165,,,,,,,,,,,,,,,
Azerbaijan,War,Female,70 - 74,70,2016,1864,,,,,,,,,,,,,,,
Azerbaijan,War,Female,75 - 79,75,2016,5020,,,,,,,,,,,,,,,
Azerbaijan,War,Female,80+,80,2016,9780,,,,,,,,,,,,,,,
Azerbaijan,War,Male,0 - 4,0,2016,1259,,,,,,,,,,,,,,,
Azerbaijan,War,Male,May-14,5,2016,238,,,,,,,,,,,,,,,
Azerbaijan,War,Male,15 - 19,15,2016,250,,,,,,,,,,,,,,,
Azerbaijan,War,Male,20 - 24,20,2016,393,,,,,,,,,,,,,,,
Azerbaijan,War,Male,25 - 29,25,2016,401,,,,,,,,,,,,,,,
Azerbaijan,War,Male,30 - 34,30,2016,419,,,,,,,,,,,,,,,
Azerbaijan,War,Male,35 - 39,35,2016,545,,,,,,,,,,,,,,,
Azerbaijan,War,Male,40 - 44,40,2016,814,,,,,,,,,,,,,,,
Azerbaijan,War,Male,45 - 49,45,2016,1299,,,,,,,,,,,,,,,
Azerbaijan,War,Male,50 - 54,50,2016,2312,,,,,,,,,,,,,,,
Azerbaijan,War,Male,55 - 59,55,2016,3247,,,,,,,,,,,,,,,
Azerbaijan,War,Male,60 - 64,60,2016,3337,,,,,,,,,,,,,,,
Azerbaijan,War,Male,65 - 69,65,2016,3099,,,,,,,,,,,,,,,
Azerbaijan,War,Male,70 - 74,70,2016,2010,,,,,,,,,,,,,,,
Azerbaijan,War,Male,75 - 79,75,2016,4160,,,,,,,,,,,,,,,
Azerbaijan,War,Male,80+,80,2016,6141,,,,,,,,,,,,,,,
Azerbaijan,War,Female,0 - 4,0,2017,853,,,,,,,,,,,,,,,
Azerbaijan,War,Female,May-14,5,2017,160,,,,,,,,,,,,,,,
Azerbaijan,War,Female,15 - 19,15,2017,96,,,,,,,,,,,,,,,
Azerbaijan,War,Female,20 - 24,20,2017,165,,,,,,,,,,,,,,,
Azerbaijan,War,Female,25 - 29,25,2017,196,,,,,,,,,,,,,,,
Azerbaijan,War,Female,30 - 34,30,2017,246,,,,,,,,,,,,,,,
Azerbaijan,War,Female,35 - 39,35,2017,316,,,,,,,,,,,,,,,
Azerbaijan,War,Female,40 - 44,40,2017,351,,,,,,,,,,,,,,,
Azerbaijan,War,Female,45 - 49,45,2017,586,,,,,,,,,,,,,,,
Azerbaijan,War,Female,50 - 54,50,2017,1151,,,,,,,,,,,,,,,
Azerbaijan,War,Female,55 - 59,55,2017,1780,,,,,,,,,,,,,,,
Azerbaijan,War,Female,60 - 64,60,2017,2157,,,,,,,,,,,,,,,
Azerbaijan,War,Female,65 - 69,65,2017,2453,,,,,,,,,,,,,,,
Azerbaijan,War,Female,70 - 74,70,2017,1790,,,,,,,,,,,,,,,
Azerbaijan,War,Female,75 - 79,75,2017,4479,,,,,,,,,,,,,,,
Azerbaijan,War,Female,80+,80,2017,9901,,,,,,,,,,,,,,,
Azerbaijan,War,Male,0 - 4,0,2017,1205,,,,,,,,,,,,,,,
Azerbaijan,War,Male,May-14,5,2017,247,,,,,,,,,,,,,,,
Azerbaijan,War,Male,15 - 19,15,2017,213,,,,,,,,,,,,,,,
Azerbaijan,War,Male,20 - 24,20,2017,292,,,,,,,,,,,,,,,
Azerbaijan,War,Male,25 - 29,25,2017,419,,,,,,,,,,,,,,,
Azerbaijan,War,Male,30 - 34,30,2017,489,,,,,,,,,,,,,,,
Azerbaijan,War,Male,35 - 39,35,2017,621,,,,,,,,,,,,,,,
Azerbaijan,War,Male,40 - 44,40,2017,855,,,,,,,,,,,,,,,
Azerbaijan,War,Male,45 - 49,45,2017,1452,,,,,,,,,,,,,,,
Azerbaijan,War,Male,50 - 54,50,2017,2368,,,,,,,,,,,,,,,
Azerbaijan,War,Male,55 - 59,55,2017,3487,,,,,,,,,,,,,,,
Azerbaijan,War,Male,60 - 64,60,2017,3627,,,,,,,,,,,,,,,
Azerbaijan,War,Male,65 - 69,65,2017,3333,,,,,,,,,,,,,,,
Azerbaijan,War,Male,70 - 74,70,2017,2002,,,,,,,,,,,,,,,
Azerbaijan,War,Male,75 - 79,75,2017,3928,,,,,,,,,,,,,,,
Azerbaijan,War,Male,80+,80,2017,5891,,,,,,,,,,,,,,,
Azerbaijan,War,Female,0 - 4,0,2018,760,,,,,,,,,,,,,,,
Azerbaijan,War,Female,May-14,5,2018,158,,,,,,,,,,,,,,,
Azerbaijan,War,Female,15 - 19,15,2018,95,,,,,,,,,,,,,,,
Azerbaijan,War,Female,20 - 24,20,2018,142,,,,,,,,,,,,,,,
Azerbaijan,War,Female,25 - 29,25,2018,202,,,,,,,,,,,,,,,
Azerbaijan,War,Female,30 - 34,30,2018,224,,,,,,,,,,,,,,,
Azerbaijan,War,Female,35 - 39,35,2018,248,,,,,,,,,,,,,,,
Azerbaijan,War,Female,40 - 44,40,2018,339,,,,,,,,,,,,,,,
Azerbaijan,War,Female,45 - 49,45,2018,581,,,,,,,,,,,,,,,
Azerbaijan,War,Female,50 - 54,50,2018,1094,,,,,,,,,,,,,,,
Azerbaijan,War,Female,55 - 59,55,2018,1744,,,,,,,,,,,,,,,
Azerbaijan,War,Female,60 - 64,60,2018,2271,,,,,,,,,,,,,,,
Azerbaijan,War,Female,65 - 69,65,2018,2470,,,,,,,,,,,,,,,
Azerbaijan,War,Female,70 - 74,70,2018,1973,,,,,,,,,,,,,,,
Azerbaijan,War,Female,75 - 79,75,2018,3760,,,,,,,,,,,,,,,
Azerbaijan,War,Female,80+,80,2018,10546,,,,,,,,,,,,,,,
Azerbaijan,War,Male,0 - 4,0,2018,1065,,,,,,,,,,,,,,,
Azerbaijan,War,Male,May-14,5,2018,268,,,,,,,,,,,,,,,
Azerbaijan,War,Male,15 - 19,15,2018,209,,,,,,,,,,,,,,,
Azerbaijan,War,Male,20 - 24,20,2018,299,,,,,,,,,,,,,,,
Azerbaijan,War,Male,25 - 29,25,2018,380,,,,,,,,,,,,,,,
Azerbaijan,War,Male,30 - 34,30,2018,475,,,,,,,,,,,,,,,
Azerbaijan,War,Male,35 - 39,35,2018,529,,,,,,,,,,,,,,,
Azerbaijan,War,Male,40 - 44,40,2018,860,,,,,,,,,,,,,,,
Azerbaijan,War,Male,45 - 49,45,2018,1346,,,,,,,,,,,,,,,
Azerbaijan,War,Male,50 - 54,50,2018,2210,,,,,,,,,,,,,,,
Azerbaijan,War,Male,55 - 59,55,2018,3414,,,,,,,,,,,,,,,
Azerbaijan,War,Male,60 - 64,60,2018,3785,,,,,,,,,,,,,,,
Azerbaijan,War,Male,65 - 69,65,2018,3407,,,,,,,,,,,,,,,
Azerbaijan,War,Male,70 - 74,70,2018,2238,,,,,,,,,,,,,,,
Azerbaijan,War,Male,75 - 79,75,2018,3422,,,,,,,,,,,,,,,
Azerbaijan,War,Male,80+,80,2018,6736,,,,,,,,,,,,,,,
Azerbaijan,War,Female,0 - 4,0,2019,722,,,,,,,,,,,,,,,
Azerbaijan,War,Female,May-14,5,2019,192,,,,,,,,,,,,,,,
Azerbaijan,War,Female,15 - 19,15,2019,118,,,,,,,,,,,,,,,
Azerbaijan,War,Female,20 - 24,20,2019,136,,,,,,,,,,,,,,,
Azerbaijan,War,Female,25 - 29,25,2019,193,,,,,,,,,,,,,,,
Azerbaijan,War,Female,30 - 34,30,2019,240,,,,,,,,,,,,,,,
Azerbaijan,War,Female,35 - 39,35,2019,301,,,,,,,,,,,,,,,
Azerbaijan,War,Female,40 - 44,40,2019,402,,,,,,,,,,,,,,,
Azerbaijan,War,Female,45 - 49,45,2019,606,,,,,,,,,,,,,,,
Azerbaijan,War,Female,50 - 54,50,2019,1027,,,,,,,,,,,,,,,
Azerbaijan,War,Female,55 - 59,55,2019,1792,,,,,,,,,,,,,,,
Azerbaijan,War,Female,60 - 64,60,2019,2277,,,,,,,,,,,,,,,
Azerbaijan,War,Female,65 - 69,65,2019,2553,,,,,,,,,,,,,,,
Azerbaijan,War,Female,70 - 74,70,2019,2238,,,,,,,,,,,,,,,
Azerbaijan,War,Female,75 - 79,75,2019,3007,,,,,,,,,,,,,,,
Azerbaijan,War,Female,80+,80,2019,10186,,,,,,,,,,,,,,,
Azerbaijan,War,Male,0 - 4,0,2019,1113,,,,,,,,,,,,,,,
Azerbaijan,War,Male,May-14,5,2019,296,,,,,,,,,,,,,,,
Azerbaijan,War,Male,15 - 19,15,2019,222,,,,,,,,,,,,,,,
Azerbaijan,War,Male,20 - 24,20,2019,313,,,,,,,,,,,,,,,
Azerbaijan,War,Male,25 - 29,25,2019,408,,,,,,,,,,,,,,,
Azerbaijan,War,Male,30 - 34,30,2019,504,,,,,,,,,,,,,,,
Azerbaijan,War,Male,35 - 39,35,2019,617,,,,,,,,,,,,,,,
Azerbaijan,War,Male,40 - 44,40,2019,844,,,,,,,,,,,,,,,
Azerbaijan,War,Male,45 - 49,45,2019,1310,,,,,,,,,,,,,,,
Azerbaijan,War,Male,50 - 54,50,2019,1998,,,,,,,,,,,,,,,
Azerbaijan,War,Male,55 - 59,55,2019,3343,,,,,,,,,,,,,,,
Azerbaijan,War,Male,60 - 64,60,2019,3937,,,,,,,,,,,,,,,
Azerbaijan,War,Male,65 - 69,65,2019,3493,,,,,,,,,,,,,,,
Azerbaijan,War,Male,70 - 74,70,2019,2434,,,,,,,,,,,,,,,
Azerbaijan,War,Male,75 - 79,75,2019,2641,,,,,,,,,,,,,,,
Azerbaijan,War,Male,80+,80,2019,6453,,,,,,,,,,,,,,,
Azerbaijan,War,Female,0 - 4,0,2020,568,829.4,570.2388645,962.0778717,-261.4,-394.0778717,-2.238864534,667.0683807,829.4,711.5639038,570.2388645,780.3400509,715.0194181,962.0778717,607,820
Azerbaijan,War,Female,May-14,5,2020,173,191.3070787,144.3536629,241.0161025,-18.30707875,-68.01610246,28.64633708,191.3070787,164.2,183.0769601,151.8504283,241.0161025,144.3536629,186.7748934,150,210
Azerbaijan,War,Female,15 - 19,15,2020,96,108,68.37380931,154.2700923,-12,-58.27009233,27.62619069,102.7036215,108,104.8279315,68.37380931,154.2700923,94.51863897,123.4042314,86,128
Azerbaijan,War,Female,20 - 24,20,2020,156,159.8,95.99160112,188.1993735,-3.8,-32.19937348,60.00839888,129.3130753,159.8,135.1265332,95.99160112,174.2014015,135.6861053,188.1993735,107,173
Azerbaijan,War,Female,25 - 29,25,2020,196,199.4,151.1630006,234.4352511,-3.4,-38.43525105,44.83699943,188.249664,199.4,192.6015059,151.1630006,234.4352511,184.0360951,216.0465314,165,224
Azerbaijan,War,Female,30 - 34,30,2020,265,248.0011044,205.6180423,299.1203842,16.99889558,-34.12038416,59.38195773,248.0011044,228.8,242.2490085,205.6180423,299.1203842,211.0585939,248.0327337,207,284
Azerbaijan,War,Female,35 - 39,35,2020,341,302.9155239,191.6760461,478.7129977,38.08447608,-137.7129977,149.3239539,302.9155239,270.6,295.5727072,191.6760461,478.7129977,228.7555771,320.0986875,250,344
Azerbaijan,War,Female,40 - 44,40,2020,458,373.9281247,290.3516781,481.1048809,84.07187531,-23.10488093,167.6483219,373.7507318,366.8,373.9281247,290.3516781,481.1048809,337.6427277,398.4751602,328,416
Azerbaijan,War,Female,45 - 49,45,2020,758,617.8,484.0325459,666.6940323,140.2,91.30596765,273.9674541,564.753495,617.8,580.3728702,484.0325459,658.9360837,572.4917601,666.6940323,528,632
Azerbaijan,War,Female,50 - 54,50,2020,1458,1120,941.176499,1197.160567,338,260.8394335,516.823501,1017.062702,1120,1040.58137,941.176499,1099.06754,1047.812662,1197.160567,944,1126
